Supplier_Name,PO_ID,Date,Value_INR
Vishal Enterprise,PUR-ORD-2023-01490,03-07-2023,4627.2
Amazon,PUR-ORD-2024-02063,12-07-2024,4616
M/S ISIT Office Space Solution Pvt Ltd,PUR-ORD-2022-00911,18-08-2022,4600
"SPACEFLIX PRIVATE LIMITED	",PUR-ORD-2024-00720,29-02-2024,4600
Vijay Fastener,PUR-ORD-2023-01737,26-07-2023,4600
Seizo CNC Pvt Ltd,PUR-ORD-2022-01446,03-11-2022,4585
Ubuy,PUR-ORD-2023-00671,19-04-2023,4583
Sintrizen Technologies PVT. LTD.,PUR-ORD-2023-03078,12-12-2023,4581.3
NICOMATIC INDIA ELECTRONICS PRIVATE LIMITED,PUR-ORD-2022-01272,12-10-2022,4581
Seizo CNC Pvt Ltd,PUR-ORD-2023-00835,03-05-2023,4580
Amazon,PUR-ORD-2023-01282,15-06-2023,4570.48
Macfos Limited,PUR-ORD-2024-01423,18-04-2024,4550.85
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00736,01-03-2024,4550.1
VYOM DRONES PRIVATE LIMITED . ,PUR-ORD-2024-01928,23-05-2024,4550
Seizo CNC Pvt Ltd,PUR-ORD-2023-02741,10-11-2023,4540
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2022-00956,26-08-2022,4535.3
Seizo CNC Pvt Ltd,PUR-ORD-2022-00538-1,10-06-2022,4508
Army sales,PUR-ORD-2023-02773,15-11-2023,4500
Creative Interiors ,PUR-ORD-2024-00497,13-02-2024,4500
Insight Technologies,PUR-ORD-2022-00846,08-08-2022,4500
JSM Composites,PUR-ORD-2023-01331,20-06-2023,4500
Skill Tech,PUR-ORD-2023-02801,20-11-2023,4500
TestCAL,PUR-ORD-2022-00472,31-05-2022,4500
TestCAL,PUR-ORD-2022-01362,25-10-2022,4500
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2023-00701,21-04-2023,4500
Aeromodellingtutor,PUR-ORD-2023-01817,02-08-2023,4499.99
Third Dimension Printers LLP,PUR-ORD-2022-01137,26-09-2022,4499
Amazon,PUR-ORD-2023-03149,15-12-2023,4492
Amazon,PUR-ORD-2023-01608,16-07-2023,4489.04
Adhesive Specialties,PUR-ORD-2022-01427,02-11-2022,4488
Adhesive Specialties,PUR-ORD-2022-01707,13-12-2022,4488
Elcir Industry,PUR-ORD-2023-02598,31-10-2023,4485
Absolute Composites Pvt Ltd,PUR-ORD-2022-00216,30-03-2022,4455
Millenium Technologies,PUR-ORD-2023-02175,13-09-2023,4450
Millenium Technologies,PUR-ORD-2024-00287,26-01-2024,4450
MAYANK ENTERPRISES,PUR-ORD-2023-02979,04-12-2023,4435
Amazon,PUR-ORD-2024-01080,22-03-2024,4424.58
IB MONOTARO PRIVATE LIMITED ( Industrial Buying),PUR-ORD-2022-00383,11-05-2022,4423.5
 UAV Garage Pvt Ltd,PUR-ORD-2023-01581,12-07-2023,4422
 UAV Garage Pvt Ltd,PUR-ORD-2023-01725,25-07-2023,4422
Amazon,PUR-ORD-2024-01017,19-03-2024,4411
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-02590,30-10-2023,4408
AADI IT SOLUTIONS,PUR-ORD-2023-02103,08-09-2023,4400
Presnost Measures Pvt. Ltd,PUR-ORD-2022-00657,11-07-2022,4400
Macfos Limited,PUR-ORD-2023-02343,04-10-2023,4394
Dazzle Robotics Pvt. Ltd,PUR-ORD-2024-01806,20-05-2024,4380
"Unique industrial solutions	",PUR-ORD-2024-02140,29-07-2024,4352
"CORVIDS INDIA	",PUR-ORD-2024-01132-2,27-03-2024,4350
Essen International,PUR-ORD-2022-00615,23-06-2022,4350
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01387,23-06-2023,4350
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2024-00094,07-01-2024,4350
Seizo CNC Pvt Ltd,PUR-ORD-2023-02696,07-11-2023,4350
VASAN ENGINEERING WORKS,PUR-ORD-2024-00286,26-01-2024,4350
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01074-1,18-09-2022,4330
Amazon,PUR-ORD-2024-00239,22-01-2024,4325
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2022-00845,08-08-2022,4322.5
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-00423,28-02-2023,4320
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01604,15-07-2023,4320
Robu.in,PUR-ORD-2022-00124,07-03-2022,4300
Dazzle Robotics Pvt. Ltd,PUR-ORD-2024-00555,18-02-2024,4266.88
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01072,12-02-2024,4266.5
Ethereal Machines Pvt Ltd,PUR-ORD-2022-01610-1,28-11-2022,4256
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01396,28-10-2022,4250
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01441,03-11-2022,4250
Seizo CNC Pvt Ltd,PUR-ORD-2023-01830,03-08-2023,4250
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-03247,27-12-2023,4243.16
RCMumbai,PUR-ORD-2024-00320,30-01-2024,4240
ANUBIS TECH,PUR-ORD-2022-00828,03-08-2022,4237.29
Macfos Pvt Ltd,PUR-ORD-2023-00529,30-03-2023,4236.44
Seizo CNC Pvt Ltd,PUR-ORD-2023-02005,30-08-2023,4230
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00249,23-01-2024,4225.52
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00516,14-02-2024,4225.52
Colorado,PUR-ORD-2022-01689,10-12-2022,4225
Seizo CNC Pvt Ltd,PUR-ORD-2024-00779,05-03-2024,4212
Colorado,PUR-ORD-2022-01660,06-12-2022,4205
AADI IT SOLUTIONS,PUR-ORD-2022-00168,21-03-2022,4200
AADI IT SOLUTIONS,PUR-ORD-2022-00271,12-04-2022,4200
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00059-1,10-01-2023,4200
VLS COMPUTERS,PUR-ORD-2023-02192,15-09-2023,4200
Vyom Vista,PUR-ORD-2023-02506,22-10-2023,4200
DRKstore.in,PUR-ORD-2023-01782,31-07-2023,4199
Seizo CNC Pvt Ltd,PUR-ORD-2024-01316,12-04-2024,4196
Amazon,PUR-ORD-2023-01993,29-08-2023,4180.86
Festo India Private Limited,PUR-ORD-2022-01101-1,20-09-2022,4180.39
Shahputra Trading Private Limited,PUR-ORD-2022-00338,02-05-2022,4151.7
 Hari Singh & Sons,PUR-ORD-2024-01256,08-04-2024,4151.69
Amazon,PUR-ORD-2024-00953,17-03-2024,4151.69
Seizo CNC Pvt Ltd,PUR-ORD-2023-02600,31-10-2023,4150
Seizo CNC Pvt Ltd,PUR-ORD-2023-02924,28-11-2023,4150
Seizo CNC Pvt Ltd,PUR-ORD-2024-01987,25-06-2024,4150
TestCAL,PUR-ORD-2024-01738,15-05-2024,4150
Amuse,PUR-ORD-2024-02056,11-07-2024,4147.2
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02612,01-11-2023,4146
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00874,11-03-2024,4146
"Mouser Electronics, Inc.",PUR-ORD-2024-00170,10-01-2024,4136.5
Valdel Advanced Technologies Pvt Ltd,PUR-ORD-2023-01366,22-06-2023,4135
Amazon,PUR-ORD-2024-00789,06-03-2024,4124.58
Seizo CNC Pvt Ltd,PUR-ORD-2024-01804,20-05-2024,4122
Robu.in,PUR-ORD-2022-00138,10-03-2022,4109.32
FGTech Innovations LLP,PUR-ORD-2023-01310,17-06-2023,4100
VYOM DRONES PRIVATE LIMITED . ,PUR-ORD-2024-01368,16-04-2024,4095
Amazon,PUR-ORD-2023-02457,16-10-2023,4094.41
"Mouser Electronics, Inc.",PUR-ORD-2023-01959,23-08-2023,4070
Seizo CNC Pvt Ltd,PUR-ORD-2023-01633,17-07-2023,4070
Shahputra Trading Private Limited,PUR-ORD-2022-00557,14-06-2022,4066.95
Shahputra Trading Private Limited,PUR-ORD-2024-00607,22-02-2024,4066.95
Amazon,PUR-ORD-2022-00197,28-03-2022,4054.84
Macfos Limited,PUR-ORD-2024-01447,21-04-2024,4054
Arka Instruments Incorporation,PUR-ORD-2023-00682-1,19-04-2023,4050
FGTech Innovations LLP,PUR-ORD-2023-00683,19-04-2023,4050
M.B. TENT LLP ,PUR-ORD-2024-00597,21-02-2024,4050
Seizo CNC Pvt Ltd,PUR-ORD-2023-01790,31-07-2023,4030
Amazon,PUR-ORD-2024-00359,02-02-2024,4026.28
ANS Associates,PUR-ORD-2022-01608,28-11-2022,4000
"BE Analytic Solutions,",PUR-ORD-2024-01992,26-06-2024,4000
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00076,11-02-2022,4000
DELL International Services India Pvt Ltd,PUR-ORD-2023-02404,12-10-2023,4000
Epicenter3D,PUR-ORD-2023-01379,23-06-2023,4000
Eta Pro Technologies Pvt Ltd,PUR-ORD-2023-00886,09-05-2023,4000
Perfectpassrc.com,PUR-ORD-2024-01391,16-04-2024,4000
Vyom Vista,PUR-ORD-2022-00142,14-03-2022,4000
 Quadkart,PUR-ORD-2023-01617,24-07-2023,3999
Macfos Limited,PUR-ORD-2024-00190,17-01-2024,3989
Amazon,PUR-ORD-2023-00320,15-02-2023,3975.49
Amazon,PUR-ORD-2024-01490,15-12-2023,3973.15
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2022-00559,14-06-2022,3967
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01663,06-12-2022,3966.06
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-02615,02-11-2023,3957
AADI IT SOLUTIONS,PUR-ORD-2022-01527,16-11-2022,3950
AADI IT SOLUTIONS,PUR-ORD-2023-02335,03-10-2023,3950
Dazzle Robotics Pvt. Ltd,PUR-ORD-2024-02311,05-09-2024,3950
JSM Composites,PUR-ORD-2024-01137,27-03-2024,3950
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02540,27-10-2023,3947
Amazon,PUR-ORD-2024-00324,31-01-2024,3944.94
Amazon,PUR-ORD-2023-01229,13-06-2023,3901.65
DELL International Services India Pvt Ltd,PUR-ORD-2022-01433,03-11-2022,3900
VASAN ENGINEERING WORKS,PUR-ORD-2022-01526,16-11-2022,3900
SM Electronic Technologies Pvt Ltd,PUR-ORD-2021-00044,14-12-2021,3886.2
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00605,21-02-2024,3870.97
Amazon,PUR-ORD-2023-00733,25-04-2023,3867.86
Amazon,PUR-ORD-2023-01568,12-07-2023,3860.2
Goodwill Enterprises,PUR-ORD-2022-01442,03-11-2022,3860
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-02414,13-10-2023,3860
TestCAL,PUR-ORD-2024-02231,20-08-2024,3850
VASAN ENGINEERING WORKS,PUR-ORD-2023-01494,04-07-2023,3850
Seizo CNC Pvt Ltd,PUR-ORD-2024-02028,03-07-2024,3840
Amazon,PUR-ORD-2022-01110,22-09-2022,3822
Elcir Industry,PUR-ORD-2022-01758,21-12-2022,3820
Elcir Industry,PUR-ORD-2023-00291,15-02-2023,3820
Elcir Industry,PUR-ORD-2024-00072,05-01-2024,3820
Evelta Electronics Private Limited,PUR-ORD-2023-02685,06-11-2023,3820
WOL 3D,PUR-ORD-2023-02350,05-10-2023,3813.56
Foto Circle,PUR-ORD-2023-00741-1,26-04-2023,3812.71
Amazon,PUR-ORD-2023-03011,06-12-2023,3810.17
Elcir Industry,PUR-ORD-2024-00941,15-03-2024,3810
Ethereal Machines Pvt Ltd,PUR-ORD-2022-01455,05-11-2022,3806
Robu.in,PUR-ORD-2022-00274,13-04-2022,3802.94
BCL ENGINEERING AND AEROSPACE,PUR-ORD-2024-00870,11-03-2024,3800
Binashree Manufactruing Pvt Ltd,PUR-ORD-2023-02823,19-11-2023,3800
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-02811,17-11-2023,3800
INDVAC Pumps,PUR-ORD-2023-00565,08-04-2023,3800
LEESHA PACKAGING SOLUTIONS,PUR-ORD-2022-01095,19-09-2022,3800
Orbilit Technology LLP,PUR-ORD-2022-00049,20-01-2022,3800
Tapes world,PUR-ORD-2023-03157,16-12-2023,3800
TestCAL,PUR-ORD-2024-02169,05-08-2024,3800
VASAN ENGINEERING WORKS,PUR-ORD-2023-02537,26-10-2023,3800
Olympus Creative Printz,PUR-ORD-2024-01632,06-05-2024,3786
"Mouser Electronics, Inc.",PUR-ORD-2023-01446,29-06-2023,3784.29
Makenica INC,PUR-ORD-2022-01696,12-12-2022,3780
SAMS Industrial Products,PUR-ORD-2023-02474,17-10-2023,3780
Seizo CNC Pvt Ltd,PUR-ORD-2023-02798,16-11-2023,3780
Seizo CNC Pvt Ltd,PUR-ORD-2023-02800,16-11-2023,3780
Seizo CNC Pvt Ltd,PUR-ORD-2023-02843,21-11-2023,3780
VASAN ENGINEERING WORKS,PUR-ORD-2022-01355,25-10-2022,3780
Kailash Electric store,PUR-ORD-2024-01411,17-04-2024,3771.19
Seizo CNC Pvt Ltd,PUR-ORD-2023-01586,12-07-2023,3770
Fides Electronics Pvt Ltd,PUR-ORD-2024-00513,14-02-2024,3756
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-02082,17-07-2024,3755
Bangalore spring Industries,PUR-ORD-2024-02107,23-07-2024,3750
FPVStore.in,PUR-ORD-2024-01154,28-03-2024,3750
Goodwill Enterprises,PUR-ORD-2023-00855-1,03-11-2023,3750
JSM Composites,PUR-ORD-2024-01996,26-06-2024,3750
Lotus Sales Corporation,PUR-ORD-2023-00420,28-02-2023,3750
TestCAL,PUR-ORD-2023-01561,12-07-2023,3750
TestCAL,PUR-ORD-2023-01848,07-08-2023,3750
TestCAL,PUR-ORD-2023-01916,17-08-2023,3750
VASAN ENGINEERING WORKS,PUR-ORD-2023-01439,29-06-2023,3750
VASAN ENGINEERING WORKS,PUR-ORD-2024-00649,26-02-2024,3750
VASAN ENGINEERING WORKS,PUR-ORD-2024-02287,02-09-2024,3750
VLS COMPUTERS,PUR-ORD-2023-02047,04-09-2023,3750
VLS COMPUTERS,PUR-ORD-2023-02778,15-11-2023,3750
Amazon,PUR-ORD-2023-01249,14-06-2023,3742.27
Goodwill Enterprises,PUR-ORD-2022-00682,12-07-2022,3741.6
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-03075,12-12-2023,3740
Goodwill Enterprises,PUR-ORD-2023-02777,15-11-2023,3740
Seizo CNC Pvt Ltd,PUR-ORD-2024-00581,20-02-2024,3740
Digi-Key Electronics,PUR-ORD-2022-00157,16-03-2022,3731
"CORVIDS INDIA	",PUR-ORD-2024-00413,06-02-2024,3728.81
Robu.in,PUR-ORD-2022-01277,13-10-2022,3727.96
Circuit Systems(India) Limited,PUR-ORD-2022-00068,02-02-2022,3715.11
Shahputra Trading Private Limited,PUR-ORD-2024-01253-1,08-04-2024,3713.33
Elcir Industry,PUR-ORD-2024-02121,24-07-2024,3700
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01738,16-12-2022,3700
Ninetron Tech LLP,PUR-ORD-2024-02004,27-06-2024,3700
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01618,29-11-2022,3689
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-00348,17-02-2023,3680
Shahputra Trading Private Limited,PUR-ORD-2022-00891,11-08-2022,3680
Shahputra Trading Private Limited,PUR-ORD-2022-01124,24-09-2022,3680
Marktech Composites Pvt Ltd,PUR-ORD-2023-02151,12-09-2023,3675
Marktech Composites Pvt Ltd,PUR-ORD-2023-02268,12-09-2023,3675
Marktech Composites Pvt Ltd,PUR-ORD-2024-00015,03-01-2024,3675
Marktech Composites Pvt Ltd,PUR-ORD-2024-01006,19-03-2024,3675
Marktech Composites Pvt Ltd,PUR-ORD-2024-01142,27-03-2024,3675
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01001,09-09-2022,3660
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01285,13-10-2022,3660
Amazon,PUR-ORD-2024-01499,10-04-2024,3650.63
Elcir Industry,PUR-ORD-2022-01361,25-10-2022,3650
Elcir Industry,PUR-ORD-2024-00088,07-01-2024,3650
Millenium Technologies,PUR-ORD-2022-00408,19-05-2022,3650
Seizo CNC Pvt Ltd,PUR-ORD-2022-00223,01-04-2022,3650
VASAN ENGINEERING WORKS,PUR-ORD-2022-01099,20-09-2022,3650
VASAN ENGINEERING WORKS,PUR-ORD-2023-01556,11-07-2023,3650
VASAN ENGINEERING WORKS,PUR-ORD-2023-02163,13-09-2023,3650
VASAN ENGINEERING WORKS,PUR-ORD-2023-02599,31-10-2023,3650
VASAN ENGINEERING WORKS,PUR-ORD-2023-02767,14-11-2023,3650
VASAN ENGINEERING WORKS,PUR-ORD-2024-00081,06-01-2024,3650
VASAN ENGINEERING WORKS,PUR-ORD-2024-00873,11-03-2024,3650
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01063,17-09-2022,3646.25
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01770,22-12-2022,3640
Seizo CNC Pvt Ltd,PUR-ORD-2024-00237,04-01-2024,3610
Amazon,PUR-ORD-2023-01859,09-08-2023,3605.36
Amazon,PUR-ORD-2023-00391,18-02-2023,3600.85
AADI IT SOLUTIONS,PUR-ORD-2024-00014,03-01-2024,3600
ANS Associates,PUR-ORD-2023-03191,19-12-2023,3600
Goodwill Enterprises,PUR-ORD-2022-00132,09-03-2022,3600
IT Gadgets & Services,PUR-ORD-2024-01705,13-05-2024,3600
Makenica INC,PUR-ORD-2022-00322,28-04-2022,3588
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01819,03-08-2023,3580
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00546,17-02-2024,3578.42
Amazon,PUR-ORD-2023-02078,06-09-2023,3572.88
Arka Instruments Incorporation,PUR-ORD-2021-00033,02-12-2021,3567.3
Macfos Limited,PUR-ORD-2023-01133,03-06-2023,3558.47
Vortex-RC,PUR-ORD-2023-00515,27-03-2023,3555
AONE STATIONERS & BOOK SELLERS,PUR-ORD-2024-02310,05-09-2024,3550
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-00559-1,01-04-2023,3550
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-00797,30-04-2023,3550
Millenium Technologies,PUR-ORD-2022-00065,02-02-2022,3550
Havoc Hobby Center Pvt Ltd,PUR-ORD-2023-02797,16-11-2023,3540
RCMumbai,PUR-ORD-2023-01496,04-07-2023,3532.11
"BE Analytic Solutions,",PUR-ORD-2024-02221,14-08-2024,3529
VASAN ENGINEERING WORKS,PUR-ORD-2024-00875,10-03-2024,3527.72
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01628,17-07-2023,3526.22
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00997,22-05-2023,3510
Seizo CNC Pvt Ltd,PUR-ORD-2024-00746,01-03-2024,3508
Amar Radio Corportation,PUR-ORD-2023-00776,30-04-2023,3500
Binashree Manufactruing Pvt Ltd,PUR-ORD-2022-01754,20-12-2022,3500
Circuit Systems(India) Limited,PUR-ORD-2022-00561,14-06-2022,3500
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01043,15-09-2022,3500
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01179,30-09-2022,3500
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01217,08-10-2022,3500
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01332,19-10-2022,3500
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01430,02-11-2022,3500
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01299,16-06-2023,3500
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-02544,27-10-2023,3500
Metal Nation Alloys,PUR-ORD-2024-01861,24-05-2024,3500
Plan Measuring Services LLP,PUR-ORD-2023-00506,26-03-2023,3500
Seismosys Technologies Pvt Ltd,PUR-ORD-2022-00377,11-05-2022,3500
Seismosys Technologies Pvt Ltd,PUR-ORD-2022-00554,14-06-2022,3500
Shahputra Trading Private Limited,PUR-ORD-2022-00108,25-02-2022,3500
Shahputra Trading Private Limited,PUR-ORD-2022-00968-2,29-08-2022,3500
SimplyFlying Innovation And Technology Pvt.Ltd,PUR-ORD-2023-00179,25-01-2023,3500
Skill Tech,PUR-ORD-2024-01191,02-04-2024,3500
Vortex Innovations,PUR-ORD-2022-01152,28-09-2022,3500
Vortex Innovations,PUR-ORD-2022-01432,03-11-2022,3500
Wedge Industries Ltd,PUR-ORD-2023-02952,01-12-2023,3500
Wedge Industries Ltd,PUR-ORD-2024-00288,27-01-2024,3500
Amazon,PUR-ORD-2022-00847,08-08-2022,3499
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00765,28-04-2023,3498.16
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00532,30-03-2023,3491.03
Fides Electronics Pvt Ltd,PUR-ORD-2024-00453,09-02-2024,3488
Fides Electronics Pvt Ltd,PUR-ORD-2024-00467,10-02-2024,3488
Havoc Hobby Center Pvt Ltd,PUR-ORD-2023-02126,10-09-2023,3481
MAYANK ENTERPRISES,PUR-ORD-2023-01828,03-08-2023,3480
Amazon,PUR-ORD-2024-02278,30-08-2024,3476
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01791,19-05-2024,3469.08
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01465,22-04-2024,3468.78
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-02251,23-08-2024,3468.78
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-02075,16-07-2024,3468.52
Seizo CNC Pvt Ltd,PUR-ORD-2023-01521,06-07-2023,3460
Dazzle Robotics Pvt. Ltd,PUR-ORD-2024-00386,05-02-2024,3450
Elcir Industry,PUR-ORD-2024-01320,12-04-2024,3450
Seizo CNC Pvt Ltd,PUR-ORD-2022-01013,10-09-2022,3450
VLS COMPUTERS,PUR-ORD-2023-02107,08-09-2023,3450
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00898,13-03-2024,3445.15
Amazon,PUR-ORD-2023-02461,17-10-2023,3439.83
Ceepee Electronices,PUR-ORD-2022-01091,19-09-2022,3435
Seizo CNC Pvt Ltd,PUR-ORD-2022-00679,12-07-2022,3425
Makenika INC,PUR-ORD-2022-00064,02-02-2022,3420
Seizo CNC Pvt Ltd,PUR-ORD-2023-00947,16-05-2023,3420
Amazon,PUR-ORD-2024-00202,10-01-2024,3419.07
Atech Solutions Pvt Ltd,PUR-ORD-2024-01837,22-05-2024,3400
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00299,25-04-2022,3400
Dazzle Robotics Pvt. Ltd,PUR-ORD-2022-01820,31-12-2022,3400
Gurukripa Enterprises,PUR-ORD-2023-00335,16-02-2023,3400
Mandovi Engineering Corporation,PUR-ORD-2022-00562-1,15-06-2022,3400
RC Hyderabad,PUR-ORD-2024-01261-1,08-04-2024,3400
VLS COMPUTERS,PUR-ORD-2024-00655,26-02-2024,3400
3DPrintronics,PUR-ORD-2023-01066,29-05-2023,3399
3DPrintronics,PUR-ORD-2024-01010,19-03-2024,3399
Amazon,PUR-ORD-2022-00514,06-06-2022,3388.98
Amazon,PUR-ORD-2022-00545,11-06-2022,3388.98
Amazon,PUR-ORD-2023-01673,21-07-2023,3388.98
Amazon,PUR-ORD-2023-03039,08-12-2023,3388.98
Amazon,PUR-ORD-2024-01995,26-06-2024,3388.98
Amazon,PUR-ORD-2023-03017,07-12-2023,3381.36
Circuit Systems (India) Limited,PUR-ORD-2024-01376,16-04-2024,3379
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00915,12-05-2023,3378.42
Tanotis Private Limited,PUR-ORD-2024-00470,10-02-2024,3373.59
IB MONOTARO PRIVATE LIMITED ( Industrial Buying),PUR-ORD-2024-01464,22-04-2024,3372.88
Elcir Industry,PUR-ORD-2023-00788,30-04-2023,3360
Makenica INC,PUR-ORD-2023-00763,27-04-2023,3360
Makenica INC,PUR-ORD-2023-00885,09-05-2023,3360
Amazon,PUR-ORD-2024-01291,11-04-2024,3355.93
"JUST CLICK ELECTRONICS AND FURNITURES	",PUR-ORD-2024-01917,10-06-2024,3350
Seizo CNC Pvt Ltd,PUR-ORD-2023-01538,07-07-2023,3350
Tapes world,PUR-ORD-2024-01585,08-05-2024,3350
Tapes world,PUR-ORD-2024-02164,01-08-2024,3350
VASAN ENGINEERING WORKS,PUR-ORD-2023-01493,04-07-2023,3350
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00877,11-03-2024,3345.15
Amuse,PUR-ORD-2024-02015,01-07-2024,3343.5
Melody Electronics,PUR-ORD-2023-01943,21-08-2023,3340
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01682,21-07-2023,3337.9
Digi-Key Electronics,PUR-ORD-2023-03087,12-12-2023,3332.3
Amazon,PUR-ORD-2022-00666,11-07-2022,3304.24
Powersafety Enterprises,PUR-ORD-2022-01094,19-09-2022,3300
Seizo CNC Pvt Ltd,PUR-ORD-2023-02448,16-10-2023,3300
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2022-00485,20-05-2022,3300
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2023-01510,05-07-2023,3300
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2023-02617,02-11-2023,3300
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2023-02967,03-12-2023,3300
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2024-00039,03-12-2023,3300
Vijay Fastener,PUR-ORD-2023-00768,29-04-2023,3300
Vijay Fastener,PUR-ORD-2023-01672,20-07-2023,3300
Circuit Systems(India) Limited,PUR-ORD-2022-00477,25-05-2022,3298.41
"Mouser Electronics, Inc.",PUR-ORD-2023-00958,17-05-2023,3295.89
Seizo CNC Pvt Ltd,PUR-ORD-2024-01693,10-05-2024,3295
Goodwill Enterprises,PUR-ORD-2023-02814,14-11-2023,3275.3
Goodwill Enterprises,PUR-ORD-2022-00862,10-08-2022,3275
Texas Instruments,PUR-ORD-2024-02290,02-09-2024,3271.24
ZENITH INDUSTRIAL SUPPLIES,PUR-ORD-2022-00669,12-07-2022,3264
Amazon,PUR-ORD-2024-02105,22-07-2024,3263.56
Goodwill Enterprises,PUR-ORD-2024-01047,20-03-2024,3260
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01238,10-10-2022,3260
Fides Electronics Pvt Ltd,PUR-ORD-2024-00442,08-02-2024,3256
ARKA INSTRUMENTS LLP,PUR-ORD-2023-02905,25-11-2023,3250
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01420,02-11-2022,3250
Highstar Technoloogy Private Limited,PUR-ORD-2023-03179,19-12-2023,3250
Lotus Sales Corporation,PUR-ORD-2023-00140,19-01-2023,3250
Mandovi Engineering Corporation,PUR-ORD-2024-01869,28-05-2024,3250
Vijay Fastener,PUR-ORD-2023-00248,09-02-2023,3250
Seizo CNC Pvt Ltd,PUR-ORD-2024-01244,05-04-2024,3237
Shahputra Trading Private Limited,PUR-ORD-2023-02716,08-11-2023,3235.5
SM Electronic Technologies Pvt Ltd,PUR-ORD-2024-01431,19-04-2024,3232.04
Amuse,PUR-ORD-2024-02240,21-08-2024,3222
Amazon,PUR-ORD-2024-02110,23-07-2024,3213.91
AADI IT SOLUTIONS,PUR-ORD-2023-01509,05-07-2023,3200
